age,gender,is_war,opinion_war,region_text,confidence_gov_media,confidence_casualties,confidence_civillian_casualties,assignment_started_time,assignment_submitted_time
young,woman,uncertain,negative,Россия,negative,negative,uncertain,1646066198.673,1646066223.245
young,man,yes,negative,Бобров,positive,positive,yes,1646066199.188,1646066218.564
young,man,yes,positive,чита,positive,positive,yes,1646066200.95,1646066228.847
young,woman,yes,negative,Анапа,positive,uncertain,no,1646066203.081,1646066326.788
young,woman,yes,negative,Стерлитамак ,negative,negative,no,1646066203.392,1646066248.165
young,woman,uncertain,positive,Свердловская область,positive,positive,yes,1646066204.51,1646066289.056
young,woman,uncertain,negative,москва,negative,uncertain,uncertain,1646066205.423,1646066246.537
young,man,yes,positive,Свердловская область,positive,negative,uncertain,1646066213.756,1646066256.532
young,man,yes,positive,Москва,positive,positive,yes,1646066216.713,1646066256.532
young,man,yes,negative,Ульяновск,negative,negative,no,1646066222.636,1646066258.135
kid,woman,yes,positive,Ульяновск,positive,negative,yes,1646066224.057,1646066305.77
kid,woman,yes,negative,Санкт-Петербург ,positive,negative,uncertain,1646066227.303,1646066269.821
young,man,uncertain,negative,Фролово,positive,uncertain,uncertain,1646066227.457,1646066292.569
young,man,yes,positive,Домодедово ,negative,uncertain,yes,1646066229.155,1646066297.297
young,man,uncertain,positive,Саратов,positive,uncertain,uncertain,1646066230.264,1646066271.104
young,man,uncertain,positive,москва,negative,uncertain,uncertain,1646066231.058,1646066275.186
young,woman,yes,negative,Муром,negative,negative,no,1646066239.416,1646066270.153
kid,man,uncertain,positive,Ярославлская область,positive,uncertain,yes,1646066241.712,1646066290.074
young,woman,uncertain,positive,иваново,positive,positive,yes,1646066266.548,1646066324.303
young,man,yes,positive,Смоленск,negative,negative,yes,1646066267.637,1646066314.121
young,woman,yes,positive,Например ,positive,uncertain,uncertain,1646066273.851,1646066375.967
young,man,no,negative,Челябинск,negative,negative,no,1646066275.756,1646066317.476
young,woman,uncertain,negative,Иваново,positive,uncertain,uncertain,1646066277.771,1646066317.84
young,man,uncertain,positive,Москва,positive,uncertain,uncertain,1646066328.067,1646066385.492
kid,woman,yes,negative,Уфа,positive,positive,no,1646066329.641,1646066361.492
kid,man,yes,positive,Московская область,negative,uncertain,yes,1646066339.699,1646066382.689
young,woman,uncertain,negative,Новгород,negative,uncertain,uncertain,1646066362.083,1646066408.915
young,woman,no,positive,Сочи,negative,positive,yes,1646066363.634,1646066401.815
young,woman,uncertain,positive,Москва,positive,uncertain,yes,1646066363.202,1646066470.778
young,woman,yes,negative,Ростовская обл,positive,uncertain,yes,1646066364.731,1646066482.989
kid,woman,yes,negative,Самара,negative,uncertain,no,1646066366.466,1646066439.818
kid,man,no,positive,Сасово,positive,positive,no,1646066370.297,1646066389.456
young,man,uncertain,negative,Омск,negative,uncertain,uncertain,1646066371.378,1646066410.006
young,woman,uncertain,negative,Башкортостан,negative,negative,no,1646066380.642,1646066435.61
young,woman,uncertain,positive,Владимир,positive,uncertain,yes,1646066389.656,1646066429.61
young,woman,yes,negative,Казань,negative,negative,no,1646066398.343,1646066476.71
young,man,yes,negative,Москва/Ижевск (На 2 города),negative,negative,no,1646066409.633,1646066447.146
young,woman,uncertain,positive,Московская область,negative,positive,yes,1646066413.673,1646066453.875
kid,woman,uncertain,positive,Воронеж ,positive,uncertain,yes,1646066418.406,1646066470.723
aged,woman,uncertain,positive,Казань,negative,negative,uncertain,1646066420.458,1646066475.4
young,man,no,positive,Коаснодао,positive,positive,yes,1646066421.141,1646066488.729
young,woman,yes,negative,Татарстан,negative,negative,no,1646066441.096,1646066471.05
young,man,yes,negative,Набережные Челны,negative,negative,no,1646066467.5,1646066491.469
kid,woman,no,negative,владимир ,negative,uncertain,no,1646066468.703,1646066538.057
kid,man,uncertain,negative,Магнитогорск,positive,uncertain,uncertain,1646066482.796,1646066552.122
young,woman,yes,positive,Москва ,negative,negative,no,1646066488.494,1646066528.244
kid,man,yes,positive,Санкт Петербург ,positive,positive,yes,1646066517.577,1646066586.865
young,man,uncertain,negative,Москва,positive,uncertain,yes,1646066526.126,1646066584.455
young,woman,uncertain,negative,москва,negative,negative,uncertain,1646066531.987,1646066550.416
kid,man,uncertain,negative,Москва ,negative,uncertain,uncertain,1646066535.219,1646066596.076
young,woman,no,positive,Нижний Новгород,positive,positive,yes,1646066544.657,1646066589.492
young,man,no,positive,Таганрог,positive,negative,yes,1646066554.842,1646066590.812
kid,woman,uncertain,negative,Донецк ,negative,negative,no,1646066570.247,1646066658.296
kid,woman,yes,positive,Щитьд,positive,negative,yes,1646066572.2,1646066607.523
kid,woman,yes,negative,Москва,negative,uncertain,no,1646066578.012,1646066637.762
young,man,uncertain,negative,Воронеж,positive,uncertain,uncertain,1646066580.28,1646066639.751
young,woman,uncertain,negative,Москва,positive,uncertain,uncertain,1646066581.443,1646066645.044
young,man,no,positive,Тамбов,positive,negative,yes,1646066582.449,1646066624.996
young,woman,yes,negative,владимир,negative,negative,no,1646066583.902,1646066617.218
young,woman,yes,negative,Санкт-Петербург,negative,negative,no,1646066585.528,1646066623.185
young,woman,uncertain,negative,Джанкой ,negative,negative,uncertain,1646066587.561,1646066689.174
young,man,uncertain,positive,Волгоград,positive,uncertain,yes,1646066619.425,1646066677.816
young,woman,yes,negative,Владимир,negative,uncertain,no,1646066642.571,1646066684.878
young,man,yes,negative,Россия,positive,positive,uncertain,1646066645.051,1646066693.127
young,woman,yes,negative,Москва,negative,negative,no,1646066648.757,1646066691.511
young,woman,uncertain,negative,москва,negative,negative,uncertain,1646066656.868,1646066665.843
young,woman,yes,negative,Москва ,negative,negative,no,1646066664.035,1646066697.431
young,woman,uncertain,positive,Нижний Новгород ,positive,uncertain,yes,1646066679.224,1646066872.442
young,man,yes,negative,Тюмень,negative,uncertain,yes,1646066682.67,1646066725.364
kid,man,uncertain,negative,Екатеринбург ,positive,uncertain,uncertain,1646066692.93,1646066777.754
young,woman,yes,negative,екатеринбург,negative,negative,yes,1646066695.843,1646066729.682
young,man,yes,negative,Тула,negative,uncertain,yes,1646066714.213,1646066777.259
young,man,yes,negative,Оренбургская область,negative,uncertain,no,1646066719.36,1646066929.32
young,woman,uncertain,negative,Владимирская область,negative,negative,no,1646066724.157,1646066821.18
young,man,no,positive,Саратовская область,positive,positive,yes,1646066746.827,1646066773.377
kid,man,uncertain,positive,Москва ,positive,positive,uncertain,1646066747.169,1646066786.164
young,woman,uncertain,negative,Чувашская республика ,negative,uncertain,uncertain,1646066759.098,1646066833.449
young,man,uncertain,negative,Старая Ладога,positive,uncertain,yes,1646066769.423,1646066843.995
young,woman,yes,negative,Ставрополь,negative,negative,no,1646066770.666,1646066815.606
young,woman,uncertain,positive,Москва,negative,positive,uncertain,1646066788.423,1646066892.806
kid,man,no,negative,Москва ,negative,uncertain,uncertain,1646066793.664,1646066841.955
young,man,yes,negative,Тольятти,negative,negative,uncertain,1646066800.379,1646066835.404
young,man,yes,positive,Казань,positive,negative,no,1646066835.998,1646066951.661
young,man,yes,positive,Брянская область ,positive,negative,no,1646066835.162,1646066899.195
young,woman,no,negative,Санкт-Петербург,negative,negative,no,1646066839.365,1646066903.098
young,woman,uncertain,positive,Макеевка,positive,positive,yes,1646066863.976,1646066921.611
young,woman,uncertain,negative,Петропавловск-камчатский,negative,negative,yes,1646066882.799,1646066952.891
kid,man,no,positive,Иваново,negative,negative,no,1646066889.144,1646066924.16
kid,man,no,positive,пк,positive,positive,yes,1646066913.661,1646066936.29
young,woman,uncertain,positive,Республика Коми,negative,uncertain,yes,1646066977.151,1646067030.975
young,man,uncertain,positive,Ковров,positive,uncertain,uncertain,1646066986.193,1646067040.254
young,man,yes,negative,Череповец,negative,negative,yes,1646066999.09,1646067044.673
young,woman,yes,negative,Санкт-Петербург ,positive,uncertain,yes,1646067014.322,1646067069.741
kid,woman,uncertain,negative,Дагестан,negative,negative,no,1646067026.319,1646067080.505
young,man,yes,positive,Бишкек,negative,positive,no,1646067035.948,1646067091.877
kid,man,yes,positive,Тула,positive,positive,yes,1646067056.779,1646067105.508
young,woman,yes,negative,нижний новгород,negative,uncertain,no,1646067111.116,1646067171.545
kid,man,no,negative,Дорогорское,negative,uncertain,no,1646067115.037,1646067222.542
kid,woman,uncertain,positive,Новгородская область,positive,uncertain,yes,1646067137.142,1646067199.12
kid,woman,uncertain,negative,Самара,negative,uncertain,no,1646067143.233,1646067200.112
young,woman,uncertain,positive,Москва,positive,uncertain,yes,1646067149.945,1646067248.683
young,man,yes,negative,Свердловская область,negative,uncertain,no,1646067152.434,1646067199.523
young,woman,no,positive,Армавир,positive,uncertain,yes,1646067187.143,1646067235.658
young,woman,yes,negative,Пермь,positive,uncertain,uncertain,1646067204.961,1646067286.639
kid,woman,yes,negative,Сухой Лог,positive,uncertain,uncertain,1646067205.551,1646067247.563
kid,man,no,positive,Уфа,positive,positive,yes,1646067208.314,1646067247.613
young,man,uncertain,negative,Москвп,positive,uncertain,yes,1646067283.401,1646067336.505
young,man,yes,negative,Киров,negative,negative,no,1646067302.86,1646067330.258
young,woman,uncertain,negative,Москва,positive,uncertain,uncertain,1646067306.94,1646067381.939
young,woman,no,positive,Москва,negative,negative,yes,1646067334.931,1646067371.767
kid,woman,uncertain,positive,Пенза,positive,positive,yes,1646067343.374,1646067402.832
kid,woman,no,positive,Москва ,negative,negative,yes,1646067360.191,1646067434.737
kid,man,uncertain,positive,Москва ,positive,uncertain,yes,1646067402.455,1646067447.617
young,woman,yes,negative,Нижний Новгород ,negative,negative,no,1646067419.282,1646067474.148
kid,man,uncertain,negative,Тольятти,negative,uncertain,uncertain,1646067435.171,1646067489.172
young,man,yes,negative,Бийск,negative,uncertain,no,1646067445.182,1646067486.624
kid,man,uncertain,positive,Москва,positive,uncertain,no,1646067476.571,1646067629.581
kid,woman,no,positive,Самара ,positive,uncertain,yes,1646067477.162,1646067546.25
kid,woman,no,negative,москва,negative,uncertain,yes,1646067485.862,1646067521.976
young,woman,no,positive,Москва,positive,positive,yes,1646067504.547,1646067579.77
young,man,no,negative,тульская область,negative,positive,no,1646067535.432,1646067595.127
kid,woman,no,positive,Тула,positive,uncertain,no,1646067541.525,1646067584.095
kid,man,yes,positive,Череповец,negative,uncertain,yes,1646067569.871,1646067613.266
kid,man,uncertain,positive,Москва ,negative,positive,uncertain,1646067585.338,1646067609.757
kid,man,yes,positive,Черкесск ,negative,uncertain,uncertain,1646067681.088,1646067723.806
kid,man,no,negative,«Каспийск»,negative,uncertain,uncertain,1646067683.729,1646067745.563
young,man,yes,negative,Новосибирск,negative,negative,yes,1646067732.155,1646067781.148
young,woman,uncertain,positive,Краснодар,negative,uncertain,yes,1646067733.901,1646067778.579
young,woman,no,positive,Курган ,positive,negative,yes,1646067769.889,1646067830.062
young,man,uncertain,negative,Волгоград,negative,uncertain,uncertain,1646067787.161,1646067825.729
kid,man,uncertain,negative,Казань,negative,uncertain,no,1646067790.364,1646067819.454
kid,woman,uncertain,positive,Тольятти,positive,uncertain,yes,1646067791.058,1646067830.987
young,man,uncertain,positive,Гулькевичи,positive,positive,yes,1646067795.715,1646067849.868
kid,man,yes,positive,Казань,positive,negative,no,1646067817.737,1646067877.192
kid,man,yes,positive,Москва,positive,uncertain,yes,1646067860.456,1646067919.041
kid,woman,no,positive,Чебоксары,positive,uncertain,yes,1646067861.013,1646067899.713
young,woman,yes,negative,Москва,positive,negative,yes,1646067973.966,1646068009.054
young,man,yes,positive,Москва,positive,uncertain,yes,1646068025.461,1646068077.035
young,woman,uncertain,positive,Энгельс,negative,uncertain,yes,1646068040.595,1646068118.981
kid,woman,uncertain,positive,Урюпинск ,negative,uncertain,yes,1646068055.441,1646068111.208
young,woman,yes,positive,Москва ,negative,negative,yes,1646068086.597,1646068114.117
young,man,no,positive,Москва,positive,positive,yes,1646068090.139,1646068513.663
kid,woman,yes,negative,Ростов,negative,negative,no,1646068115.374,1646068162.731
young,man,uncertain,positive,Чувашия ,positive,uncertain,yes,1646068206.511,1646068282.968
kid,man,no,positive,Королев,negative,uncertain,yes,1646068219.52,1646068269.226
young,woman,no,positive,Калуга,positive,negative,yes,1646068254.812,1646068290.31
young,woman,uncertain,positive,Дзержинск,positive,uncertain,yes,1646068297.195,1646068345.08
young,man,no,positive,Татарстан,positive,uncertain,uncertain,1646068305.987,1646068358.444
young,man,uncertain,positive,Москва,positive,uncertain,uncertain,1646068328.437,1646068370.849
young,woman,uncertain,positive,Чусовой ,negative,negative,uncertain,1646068333.287,1646068440.041
young,man,no,positive,Волгоград,positive,negative,yes,1646068336.861,1646068414.12
young,man,yes,negative,Махачкала,negative,negative,no,1646068363.83,1646068429.053
young,man,yes,negative,Старый Оскол,negative,uncertain,no,1646068371.405,1646068457.738
young,woman,yes,negative,Омск,negative,positive,yes,1646068372.704,1646068394.728
kid,man,uncertain,negative,курган,negative,uncertain,uncertain,1646068376.746,1646068414.939
young,woman,uncertain,positive,Новгородская область ,positive,uncertain,yes,1646068384.673,1646068439.164
kid,man,uncertain,positive,Краснодар,negative,negative,uncertain,1646068394.547,1646068456.091
young,man,uncertain,positive,Псков,positive,uncertain,yes,1646068417.973,1646068479.679
young,man,yes,positive,Нижний Новгород,positive,negative,no,1646068419.573,1646068475.184
young,woman,no,positive,Яранск,positive,positive,yes,1646068425.417,1646068466.113
kid,man,no,positive,Москва,negative,negative,yes,1646068435.342,1646068480.478
young,woman,yes,positive,Пенза,negative,positive,yes,1646068446.565,1646068499.49
young,woman,yes,positive,Вологда,positive,positive,yes,1646068466.897,1646068520.88
kid,woman,uncertain,negative,Татарстан,negative,negative,no,1646068470.831,1646068526.927
kid,woman,uncertain,positive,Россия ,negative,uncertain,uncertain,1646068476.281,1646068532.153
young,man,no,negative,Смоленск,negative,uncertain,no,1646068481.996,1646068546.498
young,man,yes,positive,Санкт-Петербург,negative,uncertain,uncertain,1646068489.783,1646068533.004
kid,man,uncertain,negative,Благовещенск ,positive,uncertain,no,1646068496.542,1646068567.499
kid,man,no,positive,Краснодар ,positive,negative,yes,1646068512.293,1646068543.65
kid,man,no,negative,Пенза ,negative,positive,no,1646068668.876,1646068807.489
adult,woman,uncertain,positive,Рост обл,negative,uncertain,yes,1646068672.467,1646068828.087
kid,man,yes,negative,Нижнекамск,negative,uncertain,no,1646068675.539,1646068726.865
young,woman,yes,negative,Петрозаводск ,negative,negative,no,1646068716.088,1646068795.884
kid,woman,uncertain,negative,Уфа,negative,uncertain,yes,1646068723.89,1646068762.071
young,woman,no,negative,Ярославль,negative,uncertain,no,1646068757.742,1646068789.065
kid,man,no,positive,Кострома,negative,uncertain,uncertain,1646068781.795,1646068811.556
kid,man,uncertain,negative,Грозный,negative,negative,no,1646068814.002,1646068874.999
young,woman,yes,negative,Москва,negative,positive,no,1646068843.337,1646068894.539
kid,woman,uncertain,positive,Казань ,negative,uncertain,uncertain,1646068848.635,1646068909.636
kid,man,no,negative,Омск,positive,positive,no,1646068928.929,1646068945.944
young,woman,uncertain,negative,Московская область,negative,negative,uncertain,1646068966.726,1646068996.451
kid,man,uncertain,negative,Ростов,positive,uncertain,no,1646069019.624,1646069076.628
young,man,yes,positive,Ярославль ,positive,positive,yes,1646069043.871,1646069068.844
kid,woman,yes,negative,Санкт-Петербург,negative,uncertain,yes,1646069187.215,1646069235.031
kid,man,uncertain,positive,Мурманск ,positive,uncertain,yes,1646069203.743,1646069264.161
young,woman,uncertain,positive,Киров,negative,positive,uncertain,1646069209.621,1646069279.096
young,man,yes,positive,Иркутск,negative,uncertain,no,1646069226.204,1646069271.364
kid,man,uncertain,positive,Москва,positive,uncertain,yes,1646069227.798,1646069399.768
young,woman,uncertain,positive,Москва,negative,positive,no,1646069228.915,1646069274.598
kid,woman,yes,negative,Екатеринбург,negative,positive,uncertain,1646069272.386,1646069327.865
kid,man,yes,negative,Москва,negative,negative,uncertain,1646069307.499,1646069343.992
kid,woman,uncertain,negative,Москва,positive,uncertain,uncertain,1646069323.436,1646069365.63
kid,man,no,positive,Москву,positive,uncertain,yes,1646069343.554,1646069370.31
young,man,uncertain,negative,Киров,negative,uncertain,uncertain,1646069363.244,1646069421.895
kid,woman,yes,negative,ижевск,positive,uncertain,no,1646069423.444,1646069466.772
kid,woman,uncertain,negative,Ростов на Дону ,negative,uncertain,uncertain,1646069450.194,1646069489.372
kid,woman,uncertain,negative,Кострома,negative,uncertain,no,1646069450.923,1646069506.881
young,man,uncertain,positive,Волгоград,positive,uncertain,uncertain,1646069456.581,1646069518.504
kid,man,yes,positive,Москва,positive,positive,yes,1646069468.448,1646069586.713
young,man,yes,negative,Москва,positive,uncertain,no,1646069531.353,1646069614.456
kid,woman,uncertain,positive,Мостовский район ,negative,uncertain,uncertain,1646069533.046,1646069591.514
young,woman,yes,negative,Белгород,negative,uncertain,uncertain,1646069542.694,1646069593.668
young,woman,no,positive,волгоград,negative,uncertain,yes,1646069551.109,1646069588.338
young,woman,uncertain,negative,Москва,negative,negative,no,1646069582.134,1646069651.827
kid,woman,uncertain,positive,Приморский край,positive,positive,yes,1646069599.262,1646069658.027
young,man,uncertain,positive,Москва ,positive,positive,yes,1646069640.57,1646069690.532
young,woman,yes,negative,Челны ,positive,uncertain,yes,1646069671.559,1646069779.107
young,woman,uncertain,negative,Пермь,negative,uncertain,uncertain,1646069676.566,1646069729.624
kid,woman,uncertain,negative,Курган,negative,uncertain,yes,1646069683.013,1646069732.292
young,woman,yes,positive,Кострома,negative,uncertain,no,1646069744.84,1646069815.039
young,man,no,positive,Тамбов,positive,uncertain,yes,1646069786.017,1646069818.816
young,woman,yes,positive,Краснодар,negative,uncertain,uncertain,1646069822.783,1646069887.433
young,woman,yes,positive,Великий Новгород ,negative,uncertain,uncertain,1646069859.382,1646069906.028
young,woman,yes,negative,Кемерово,negative,negative,no,1646069981.272,1646070067.883
kid,man,uncertain,positive,Москва ,negative,uncertain,yes,1646070059.43,1646070137.118
young,man,yes,positive,Волгоград,positive,positive,yes,1646070078.481,1646070110.931
young,woman,no,negative,Белгород,positive,uncertain,no,1646070100.396,1646070184.436
young,woman,no,negative,Брянск,positive,negative,no,1646070172.767,1646070219.145
young,woman,no,positive,Санкт-Петербург,positive,negative,yes,1646070404.459,1646070485.978
kid,woman,uncertain,negative,Белгород ,negative,uncertain,no,1646070414.382,1646070478.739
young,woman,uncertain,positive,Москве,negative,uncertain,uncertain,1646070429.779,1646070458.476
young,man,uncertain,positive,Строитель,positive,positive,yes,1646070458.925,1646070504.101
young,woman,yes,negative,Москва ,negative,negative,yes,1646070473.685,1646070496.764
young,woman,uncertain,negative,Сковородино ,negative,negative,no,1646070487.008,1646070526.381
young,man,yes,negative,Навашино,positive,negative,yes,1646070540.902,1646070573.096
young,woman,yes,negative,Кострома,positive,uncertain,no,1646070548.079,1646070615.774
young,man,yes,negative,Омск,negative,negative,no,1646070582.47,1646070626.341
young,woman,yes,negative,москва,negative,negative,no,1646070660.576,1646070722.751
kid,man,uncertain,negative,Москва,negative,negative,yes,1646070728.72,1646070770.167
young,woman,yes,negative,Ярославль ,negative,uncertain,yes,1646070734.006,1646070766.318
kid,man,yes,positive,Магнитогорск ,positive,uncertain,no,1646070777.661,1646070836.311
young,man,uncertain,negative,Владимир,positive,uncertain,uncertain,1646070805.968,1646070863.434
kid,man,yes,positive,Ростов,positive,uncertain,no,1646070823.718,1646070859.416
kid,woman,yes,positive,Санкт-Петербург ,positive,positive,uncertain,1646070841.442,1646070899.704
kid,man,yes,negative,Чувашская республика ,negative,uncertain,no,1646070861.835,1646070914.63
young,woman,uncertain,negative,Москва,negative,uncertain,no,1646070868.997,1646070907.531
young,woman,yes,negative,Краснодар,negative,negative,no,1646070870.252,1646070898.992
young,man,yes,negative,Глазов,negative,negative,no,1646070883.959,1646070935.855
young,man,yes,negative,Екатеринбург,negative,negative,no,1646070942.713,1646070970.687
young,man,yes,positive,Москва,positive,positive,yes,1646070962.185,1646071001.684
young,man,yes,negative,Новосибирск,negative,negative,no,1646071111.47,1646071187.497
young,woman,no,negative,Кострома,positive,negative,yes,1646071201.374,1646071255.623
young,man,yes,positive,ПЕНЗА,positive,positive,yes,1646071204.1,1646071233.5
young,woman,no,positive,Москва,positive,uncertain,yes,1646071284.617,1646071333.259
young,man,yes,negative,Москва,positive,positive,no,1646071289.261,1646071387.914
young,woman,uncertain,negative, Москва,negative,uncertain,uncertain,1646071303.1,1646071352.423
young,man,yes,negative,москва,positive,negative,yes,1646071338.148,1646071380.973
kid,woman,yes,positive,Глазов,positive,uncertain,yes,1646071343.688,1646071410.27
young,man,yes,negative,Москва,negative,negative,no,1646071386.73,1646071474.86
young,woman,uncertain,positive,нижний тагил,positive,negative,yes,1646071415.816,1646071453.587
young,woman,yes,positive,Москва ,negative,uncertain,uncertain,1646071418.784,1646071456.307
young,woman,yes,positive,москва ,negative,uncertain,yes,1646071460.745,1646071482.953
kid,woman,uncertain,positive,Москва,positive,uncertain,uncertain,1646071471.116,1646071539.533
kid,man,uncertain,positive,Саратов,positive,negative,yes,1646071520.362,1646071577.419
young,man,yes,positive,Рязань,positive,uncertain,uncertain,1646071548.96,1646071599.349
young,man,uncertain,positive,Белгород,negative,uncertain,uncertain,1646071585.566,1646071631.323
kid,man,yes,positive,Дагестан,positive,uncertain,no,1646071593.202,1646071639.647
young,man,yes,negative,Ростовская область ,positive,uncertain,uncertain,1646071657.878,1646071729.247
young,woman,no,negative,Москва,negative,uncertain,uncertain,1646071669.228,1646071709.032
young,man,yes,negative,Курган,negative,negative,no,1646071670.948,1646071838.03
young,man,yes,negative,Сахалинская область ,negative,uncertain,no,1646071727.714,1646071843.405
young,man,yes,positive,Ротть,positive,positive,no,1646071832.805,1646071849.302
young,woman,yes,positive,Владимир,positive,uncertain,uncertain,1646071852.849,1646071914.426
young,woman,uncertain,negative,Архангельск ,negative,negative,no,1646071870.207,1646071925.657
young,woman,yes,negative,Москва,negative,positive,no,1646071871.012,1646071914.724
young,man,uncertain,negative,Ярославль,negative,uncertain,no,1646071879.561,1646071928.811
young,man,no,positive,Тверь,positive,positive,yes,1646071896.924,1646071934.765
kid,woman,uncertain,positive,Санкт-Петербург,positive,uncertain,no,1646071917.868,1646071972.101
kid,woman,yes,positive,СПб,negative,uncertain,yes,1646071930.578,1646071965.418
young,woman,yes,positive,Россия,positive,uncertain,no,1646072035.768,1646072068.362
young,man,uncertain,negative,Москва,positive,uncertain,yes,1646072036.776,1646072083.988
young,man,yes,negative,Санкт-Петербург,positive,negative,no,1646072048.384,1646072108.379
young,woman,yes,negative,Тула,negative,negative,no,1646072081.375,1646072117.919
kid,man,uncertain,positive,Москва,negative,uncertain,uncertain,1646072221.849,1646072274.32
young,woman,yes,negative,Чебоксары ,negative,negative,no,1646072363.519,1646072404.446
kid,woman,yes,positive,Вельск,positive,negative,no,1646072452.531,1646072521.198
kid,man,yes,positive,Москва ,negative,positive,yes,1646072463.63,1646072502.139
young,woman,no,positive,Москва,positive,uncertain,yes,1646072490.659,1646072551.571
young,woman,yes,negative,Москва,negative,negative,no,1646072497.634,1646072561.691
young,woman,uncertain,positive,Нижний Новгород ,positive,uncertain,yes,1646072512.859,1646072583.949
young,man,yes,negative,Екатеринбург ,negative,negative,no,1646072628.016,1646072663.053
young,man,uncertain,positive,Ивановская область,positive,positive,yes,1646072658.444,1646072723.448
kid,woman,yes,positive,Нижневартовск ,negative,uncertain,no,1646072704.265,1646072803.75
young,woman,no,positive,Петрозаводск,positive,negative,yes,1646072813.6,1646072878.063
young,man,yes,negative,Череповец ,negative,uncertain,uncertain,1646072813.137,1646072879.045
aged,woman,yes,negative,москва,negative,negative,yes,1646072822.732,1646072850.496
young,woman,uncertain,negative,РТ,negative,uncertain,no,1646072833.616,1646072887.74
young,woman,yes,positive,Саратовская область,negative,uncertain,yes,1646072876.209,1646072941.803
kid,woman,uncertain,negative,58,negative,uncertain,yes,1646072924.643,1646072986.629
kid,woman,yes,negative,Волгоград ,negative,uncertain,no,1646073043.749,1646073106.938
young,woman,yes,negative,Нижегородская область,negative,negative,no,1646073062.488,1646073122.163
young,woman,uncertain,positive,Краснодар,negative,uncertain,no,1646073117.122,1646073214.386
young,man,uncertain,negative,Иваново,negative,uncertain,no,1646073125.887,1646073159.634
young,man,yes,negative,Волгоград,negative,negative,no,1646073141.763,1646073182.695
kid,woman,no,negative,Тайшет,positive,positive,no,1646073196.601,1646073270.839
young,man,yes,negative,Омск,negative,uncertain,no,1646073253.996,1646073309.413
young,woman,uncertain,positive,Рязань,positive,uncertain,uncertain,1646073372.882,1646073419.596
kid,man,yes,negative,ЕКАТЕРИНБУРГ,negative,negative,no,1646073451.656,1646073486.859
aged,woman,yes,negative,Москва,negative,uncertain,no,1646073473.285,1646073509.763
young,woman,yes,negative,Москва ,negative,uncertain,no,1646073483.607,1646073548.104
adult,woman,no,positive,Хабаровск,positive,positive,yes,1646073492.048,1646073538.313
young,woman,yes,negative,Москва,negative,uncertain,uncertain,1646073537.164,1646073589.852
young,man,no,positive,Стерлитамак ,negative,uncertain,yes,1646073625.567,1646073729.939
young,man,yes,positive,Санкт-Петербург ,positive,uncertain,uncertain,1646073650.777,1646073700.93
young,man,uncertain,negative,Хабаровск,positive,positive,uncertain,1646073682.71,1646073727.834
kid,man,no,positive,Бугульма,positive,negative,yes,1646073691.569,1646073734.784
young,woman,yes,positive,Приморье,negative,negative,no,1646073751.069,1646073801.302
young,man,yes,negative,Москва,positive,uncertain,yes,1646073779.369,1646073907.336
young,man,yes,positive,Тамбовская область,negative,negative,yes,1646073797.784,1646073841.503
young,man,uncertain,negative,москва,positive,uncertain,uncertain,1646073797.174,1646073873.921
young,woman,yes,negative,Новосибирск,negative,positive,no,1646073857.444,1646073918.174
young,woman,yes,positive,Москва,positive,positive,yes,1646073866.417,1646073918.428
young,man,uncertain,negative,Нижний Новгород,positive,positive,uncertain,1646073899.609,1646073953.461
young,man,no,negative,Волгоград,positive,positive,yes,1646073948.629,1646073993.913
kid,woman,yes,positive,Волгоград ,negative,uncertain,uncertain,1646073993.96,1646074044.243
young,woman,uncertain,negative,Белгород,negative,uncertain,uncertain,1646073999.88,1646074035.695
young,woman,uncertain,negative,Москва ,negative,uncertain,no,1646074037.635,1646074085.299
young,man,yes,negative,Вологда,negative,uncertain,uncertain,1646074259.899,1646074308.411
young,man,uncertain,positive,Ставрополь,negative,uncertain,yes,1646074285.952,1646074356.298
young,man,yes,negative,.,negative,negative,no,1646074417.619,1646074487.426
young,woman,yes,negative,Москва,negative,uncertain,no,1646074491.483,1646074557.18
young,man,yes,positive,Москва ,positive,uncertain,uncertain,1646074530.201,1646074611.294
young,woman,uncertain,negative,Череповец ,negative,negative,uncertain,1646074582.884,1646074643.52
young,man,yes,negative,Цивильск,negative,negative,no,1646074617.94,1646074658.743
adult,woman,yes,negative,Арх. обл.,negative,negative,no,1646074633.386,1646074706.124
kid,woman,uncertain,positive,Москва,positive,uncertain,yes,1646074793.319,1646074836.291
young,woman,yes,positive,Волгоград ,positive,uncertain,uncertain,1646074804.58,1646074850.21
young,man,uncertain,positive,Москва,positive,negative,uncertain,1646074883.911,1646074950.805
young,man,yes,positive,Тамбов ,positive,positive,yes,1646074947.182,1646074993.438
young,man,yes,positive,Москва,negative,uncertain,uncertain,1646074983.344,1646075047.288
young,man,yes,negative,СПБ,negative,uncertain,uncertain,1646075125.24,1646075211.175
young,woman,uncertain,negative,Ярославль,negative,uncertain,yes,1646075126.658,1646075191.731
young,man,uncertain,positive,Нижнекамск,positive,uncertain,uncertain,1646075160.396,1646075214.745
young,woman,uncertain,positive,москва,positive,uncertain,yes,1646075238.335,1646075299.941
young,man,uncertain,negative,Ростовская область ,negative,uncertain,yes,1646075263.021,1646075310.629
young,man,yes,positive,Московская область,positive,positive,yes,1646075353.845,1646075401.003
